rank,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,month,release_date,duration
153,"ANH TRAI ""SAY HI"", RHYDER, Captain, Quang Hùng MasterD, WEAN, Ali Hoàng Dương","SOS (feat. RHYDER, Captain, Quang Hùng MasterD, WEAN & Ali Hoàng Dương)",Anh Trai Say Hi,139,139,2,149991,8,2024-08-26,279.0
154,Ariana Grande,we can't be friends (wait for your love),Republic Records,17,145,26,149419,8,2024-03-08,229.0
155,"MIN, Mr A",Có Em Chờ,MIN,142,162,13,147877,8,2017-05-10,234.0
156,"SUNI Hạ Linh, Hoàng Dũng, GREY D, Orange, tlinh",có hẹn với thanh xuân,Universal Music Indochina Distributed Labels,27,134,110,145681,8,2022-07-24,222.0
157,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,6,156,83,145313,8,2022-12-08,154.0
158,Thanh Hưng,Lao Tâm Khổ Tứ,LOOPS Music,158,179,4,144465,8,2023-03-03,346.0
159,GREY D,dự báo thời tiết hôm nay mưa,M Music Records,7,167,94,143088,8,2022-11-22,281.0
160,"MONO, Onionn.",Em Xinh,M Music Records,10,192,35,142310,8,2023-11-30,183.0
161,"Đen, MIN",Bài Này Chill Phết,Đen,1,155,275,141235,8,2019-01-01,276.0
162,"Andree Right Hand, Wxrdie, Bình Gold, 2pillz",Em iu,$maker Music,18,146,67,140513,8,2022-01-30,180.0
163,Mitski,My Love Mine All Mine,Dead Oceans,30,157,48,139887,8,2023-09-15,138.0
164,"2T, Văn",Liệu Giờ,LOOPS Music,22,158,209,139594,8,2019-04-14,259.0
165,"ANH TRAI ""SAY HI"", Negav, GREY D",CHÀNG KHỜ THUỶ CUNG (feat. Negav & GREY D),Anh Trai Say Hi,165,-1,1,139587,8,2024-09-02,309.0
166,Ngọt,09 Chuyện Thường,Ngọt,166,-1,1,139092,8,2024-08-30,197.0
167,Agust D,Daechwita,BIGHIT MUSIC,1,120,21,138974,8,2020-05-22,226.0
168,"Sean, Lửa",Em Thích,MaiDao Music,65,140,84,138685,8,2021-12-03,176.0
169,"Rapital, Groovie Lã Thắng, tlinh, RPT MCK",XTC (Xích Thêm Chút) (Remix),M Music Records,87,151,166,138201,8,2021-06-21,244.0
170,AMEE,trời giấu trời mang đi,Yin Yang Media,52,160,74,137906,8,2020-06-20,254.0
171,AMEE,2000 câu hỏi vì sao,Yin Yang Media,22,91,5,137577,8,2024-08-02,216.0
172,Taylor Swift,Cruel Summer,Taylor Swift,5,168,71,136352,8,2019-08-23,178.0
173,"OgeNus, PiaLinh",Say Yes (Vietnamese Version),MaiDao Music,173,-1,1,136169,8,2024-08-16,223.0
174,"Tăng Duy Tân, Hoà Minzy",Bật Tình Yêu Lên,Big Arts Entertainment,4,185,73,135462,8,2023-02-14,204.0
175,JustaTee,Đã Lỡ Yêu Em Nhiều,NGUYEN THANH TUAN,36,171,91,135454,8,2022-07-11,261.0
176,Thịnh Suy,Mai Mình Xa,InQ International,85,-1,20,134600,8,2019-12-20,191.0
177,"Wren Evans, itsnk",Tò Te Tí,Universal Music Indochina,3,163,38,134393,8,2023-12-17,195.0
178,Rhymastic,Nến Và Hoa,WM Vietnam,2,176,221,133222,8,2018-08-19,166.0
179,Winno,Say Đắm Trong Lần Đầu,MaiDao Music,142,198,52,133126,8,2021-11-09,186.0
180,"Jung Kook, Jack Harlow",3D (feat. Jack Harlow),BIGHIT MUSIC,2,164,49,133073,8,2023-10-02,202.0
181,RPT MCK,Tại Vì Sao,N0L4B3L,3,177,102,132353,8,2023-03-02,203.0
182,"HIEUTHUHAI, B Ray, Tage",Không Phải Gu,M Music Records,51,170,27,131092,8,2023-10-16,201.0
183,buitruonglinh,Dù Cho Mai Về Sau,Yin Yang Media,10,174,181,130592,8,2020-11-17,234.0
184,"HIEUTHUHAI, Phương Ly",Xoay Một Vòng,M Music Records,152,183,10,130433,8,2024-06-06,147.0
185,Vũ Cát Tường,Vết Mưa,Universal Music Indochina Distributed Labels,57,194,42,130010,8,2014-01-01,210.0
186,Ariana Grande,intro (end of the world),Republic Records,13,191,25,129864,8,2024-03-08,92.0
187,"ANH TRAI ""SAY HI"", Lou Hoàng, Pháp Kiều, WEAN, Quân A.P, Hải Đăng Doo, Ali Hoàng Dương, NICKY","HÚT (feat. Lou Hoàng, Pháp Kiều, WEAN, Quân A.P, Hải Đăng Doo, Ali Hoàng Dương & Nicky)",Anh Trai Say Hi,117,149,9,129398,8,2024-08-06,205.0
188,"MONSTAR, GREY D, VƯƠNG BÌNH",có hẹn với thanh xuân,Yin Yang Media,5,-1,161,128838,8,2021-08-01,218.0
189,"NÂN, Ngơ",Tình Đắng Như Ly Cà Phê,nân,15,172,241,128714,8,2018-04-01,215.0
190,"Đen, PiaLinh",Nấu ăn cho em,Đen,8,-1,58,128505,8,2023-05-13,241.0
191,Thịnh Suy,Chuyện Rằng,Yin Yang Media,5,189,212,128054,8,2020-08-08,272.0
192,"RPT MCK, Trung Trần",Thôi Em Đừng Đi,N0L4B3L,8,144,79,127963,8,2023-03-02,173.0
193,ILLIT,Magnetic,BELIFT LAB,5,186,24,127856,8,2024-03-25,161.0
194,"ANH TRAI ""SAY HI"", Song Luân, Anh Tú Atus, Captain, Quang Trung","YOU (feat. Song Luân, Anh Tú Atus, Captain & Quang Trung)",Anh Trai Say Hi,122,150,7,127387,8,2024-08-06,197.0
195,The Weeknd,Die For You,Universal Republic Records,49,-1,79,127219,8,2016-11-24,260.0
196,"Vũ., Hà Anh Tuấn",Dành Hết Xuân Thì Để Chờ Nhau,WM Vietnam,13,-1,22,126749,8,2024-03-14,288.0
197,Hà Anh Tuấn,Tháng Tư Là Lời Nói Dối Của Em,Yin Yang Media,49,193,40,126378,8,2021-06-01,310.0
198,Myra Trần,Anh Chưa Thương Em Đến Vậy Đâu,Sony Music Entertainment,6,199,87,125920,8,2023-01-04,271.0
199,"PhucXp, Freak D",Như Anh Đã Thấy Em,MaiDao Music,33,188,89,125389,8,2022-05-20,302.0
200,Andiez,1 Phút,MaiDao Music,21,-1,172,125285,8,2017-08-07,376.0
1,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),BIGHIT MUSIC,1,1,64,4066056,9,2023-11-03,184.0
2,Jung Kook,Standing Next to You,BIGHIT MUSIC,1,3,47,2499194,9,2023-11-03,206.0
3,Jimin,Who,BIGHIT MUSIC,1,2,11,2367120,9,2024-07-19,171.0
4,"Vũ., Binz",bình yên,WM Vietnam,4,4,5,1152577,9,2024-09-27,196.0
5,"tlinh, Low G",HOP ON DA SHOW,M Music Records,5,8,3,1012873,9,2024-09-18,176.0
6,"tlinh, Low G",PHÓNG ZÌN ZÌN,M Music Records,6,14,2,1011767,9,2024-09-18,203.0
7,"ANH TRAI ""SAY HI"", Dương Domic",TRÀN BỘ NHỚ (feat. Dương Domic),Anh Trai Say Hi,5,5,4,979881,9,2024-08-31,210.0
8,"ANH TRAI ""SAY HI"", HIEUTHUHAI, Dương Domic, Song Luân, JSOL, Trần Đăng Dương","SAO HẠNG A (feat. HIEUTHUHAI, Dương Domic, Song Luân, Jsol & Trần Đăng Dương)",Anh Trai Say Hi,8,12,3,887218,9,2024-09-16,253.0
9,"ANH TRAI ""SAY HI"", HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều, Isaac","KIM PHÚT, KIM GIỜ (feat. HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều & Isaac)",Anh Trai Say Hi,5,6,6,859573,9,2024-08-26,295.0
10,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope,4,7,7,821357,9,2024-08-16,252.0
11,"HIEUTHUHAI, marzuz",Exit Sign,M Music Records,8,9,51,792767,9,2023-10-16,202.0
12,V,Love Me Again,BIGHIT MUSIC,2,10,60,685415,9,2023-08-11,182.0
13,"ANH TRAI ""SAY HI"", Quang Hùng MasterD, Negav, Pháp Kiều, ERIK","TÌNH ĐẦU QUÁ CHÉN (feat. Quang Hùng MasterD, Negav, Pháp Kiều & Erik)",Anh Trai Say Hi,13,23,3,682313,9,2024-09-16,316.0
14,"ANH TRAI ""SAY HI"", RHYDER, Dương Domic, Pháp Kiều","HÀO QUANG (feat. RHYDER, Dương Domic & Pháp Kiều)",Anh Trai Say Hi,6,15,12,681911,9,2024-08-06,245.0
15,"CoolKid, RHYDER",Sau Cơn Mưa,MaiDao Music,8,11,57,673052,9,2023-07-28,155.0
16,"ANH TRAI ""SAY HI"", HIEUTHUHAI, ERIK, Anh Tú Atus, JSOL, Orange","NGÁO NGƠ (feat. HIEUTHUHAI, ERIK, Anh Tú Atus, JSOL & Orange)",Anh Trai Say Hi,6,17,9,647082,9,2024-08-29,252.0
17,Sơn Tùng M-TP,Đừng Làm Trái Tim Anh Đau,Universal Music Indochina Distributed Labels,1,16,17,642851,9,2024-06-08,279.0
18,"AMEE, RPT MCK",MỘNG YU,Yin Yang Media,3,13,9,633367,9,2024-08-02,203.0
19,HIEUTHUHAI,Không Thể Say,M Music Records,7,22,76,568456,9,2023-10-16,228.0
20,"RHYDER, CoolKid, BAN",Chịu Cách Mình Nói Thua,RHYDER,6,20,45,563526,9,2023-11-22,182.0
21,"ANH TRAI ""SAY HI"", Quân A.P, Pháp Kiều, Quang Trung, Ali Hoàng Dương, Lâm Bảo Ngọc","REGRET (feat. Quân A.P, Pháp Kiều, Quang Trung, Ali Hoàng Dương & Lâm Bảo Ngọc)",Anh Trai Say Hi,5,24,9,545266,9,2024-08-29,252.0
22,"ANH TRAI ""SAY HI"", RHYDER, Captain, Quang Hùng MasterD, WEAN, Ali Hoàng Dương","CHÂN THÀNH (feat. RHYDER, Captain, Quang Hùng MasterD, WEAN & Ali Hoàng Dương)",Anh Trai Say Hi,14,21,7,530097,9,2024-08-26,258.0
23,Negav,Mình Anh Thôi,MIXUS,18,18,4,520807,9,2024-09-04,213.0
24,"ANH TRAI ""SAY HI"", HIEUTHUHAI",QUAY ĐI QUAY LẠI (feat. HIEUTHUHAI),Anh Trai Say Hi,14,19,5,479793,9,2024-08-31,210.0
25,HIEUTHUHAI,NOLOVENOLIFE,M Music Records,24,26,51,457506,9,2023-10-16,171.0
26,"Vũ., Dear Jane",Những Lời Hứa Bỏ Quên,WM Vietnam,1,38,42,447982,9,2024-09-27,236.0
27,"MANBO, HIEUTHUHAI, HURRYKNG",Hẹn Gặp Em Dưới Ánh Trăng,Gerdnang,22,33,29,442817,9,2020-09-25,222.0
28,"14 Casper, Bon Nghiêm, buitruonglinh",một đời,DANDERLÉON,28,28,27,427138,9,2023-03-03,328.0
29,"ANH TRAI ""SAY HI"", RHYDER, Jmi Ko","ANH BIẾT RỒI (feat. Rhyder, Jmi Ko)",Anh Trai Say Hi,15,25,5,423953,9,2024-08-31,260.0
30,Minh Huy,Miên Man,LOOPS Music,11,30,57,415189,9,2022-06-24,198.0
31,"Puppy, Dangrangto",Wrong Times,MaiDao Music,31,51,48,413648,9,2023-05-17,211.0
32,"ANH TRAI ""SAY HI"", Quang Hùng MasterD",TRÓI EM LẠI (feat. Quang Hùng MasterD),Anh Trai Say Hi,27,27,4,407470,9,2024-08-31,265.0
33,"Emcee L (Da LAB), Da LAB, Muộii (Starry Night)",Chuyện Đôi Ta (feat. Muộii),Yin Yang Media,3,32,148,395348,9,2021-12-01,208.0
34,Ronboogz,nhắn nhủ,MaiDao Music,14,29,42,390050,9,2023-12-12,241.0
35,Ngô Lan Hương,Đi Giữa Trời Rực Rỡ (Original Soundtrack from “Đi Giữa Trời Rực Rỡ”),SK Pictures,35,47,6,387014,9,2024-08-05,221.0
36,"Wren Evans, itsnk",Từng Quen,Universal Music Indochina,1,37,49,377997,9,2023-12-17,175.0
37,"tlinh, 2pillz",nếu lúc đó,Universal Music Indochina Distributed Labels,1,40,83,373337,9,2023-08-16,264.0
38,Vũ Cát Tường,Mơ,Universal Music Indochina Distributed Labels,21,31,110,365504,9,2016-01-01,262.0
39,HIEUTHUHAI,Nghe Như Tình Yêu,M Music Records,39,48,159,362935,9,2021-07-09,193.0
40,"GREY D, tlinh",vaicaunoicokhiennguoithaydoi,M Music Records,2,35,120,360358,9,2022-06-20,226.0
41,Low G,Simp Gái 808,Rap Nhà Làm,9,45,51,358857,9,2023-10-18,162.0
42,W/N,id 072019,Universal Music Indochina Distributed Labels,3,34,62,357726,9,2023-07-31,272.0
43,"Chọn gì? Chọn đi!, OgeNus, PiaLinh",Say Yes (Vietnamese Version),MaiDao Music,43,50,4,356061,9,2024-09-11,223.0
44,Vũ Cát Tường,Từng Là,Universal Music Indochina Distributed Labels,2,36,31,354858,9,2024-03-01,253.0
45,"Madihu, Vũ.",Vì Anh Đâu Có Biết,WM Vietnam,2,43,113,354401,9,2022-08-04,242.0
46,"tlinh, Low G",NGÂN,M Music Records,46,57,2,351858,9,2024-09-18,159.0
47,"WEAN, tlinh",shhhhhhh..,WEAN,9,53,52,348003,9,2023-10-07,231.0
48,"ANH TRAI ""SAY HI"", Quang Hùng MasterD, Negav, Công Dương, NICKY","CATCH ME IF YOU CAN (feat. Quang Hùng MasterD, Negav, Công Dương & Nicky)",Anh Trai Say Hi,11,46,13,345850,9,2024-08-06,256.0
49,WEAN,BADBYE,WEAN,20,39,32,343577,9,2023-06-09,203.0
50,"Low G, Thắng",An Thần,Rap Nhà Làm,2,52,154,336095,9,2021-10-21,174.0
51,"ANH TRAI ""SAY HI"", RHYDER, WEAN, Đức Phúc, Hùng Huỳnh, tlinh","I'M THINKING ABOUT YOU (feat. RHYDER, WEAN, Đức Phúc, Hùng Huỳnh & tlinh)",Anh Trai Say Hi,15,49,8,334786,9,2024-08-29,278.0
52,Vũ.,Nếu Những Tiếc Nuối,WM Vietnam,52,-1,1,334509,9,2024-09-27,260.0
53,"Da LAB, Phương Ly",Chạy Khỏi Thế Giới Này,LOOPS Music,11,44,118,327593,9,2022-06-30,255.0
54,W/N,2 4,W NATION,8,41,9,327353,9,2024-07-31,199.0
55,Olew,Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau,LOOPS Music,8,42,89,317735,9,2023-01-02,279.0
56,"HIEUTHUHAI, Negav, Kewtiie",ngủ một mình (tình rất tình),M Music Records,2,54,94,313719,9,2022-12-15,192.0
57,"Obito, Shiki, VSTRA",Hà Nội,12 trái lê,10,55,52,310761,9,2023-10-10,166.0
58,"Emcee L (Da LAB), Da LAB, Badbies",Sinh Ra Đã Là Thứ Đối Lập Nhau (feat. Badbies),Yin Yang Media,5,58,197,296778,9,2020-12-29,234.0
59,Lou Hoàng,Ngày Đẹp Trời Để Nói Chia Tay,WM Vietnam,4,59,16,294588,9,2024-06-13,220.0
60,Sơn Tùng M-TP,Chúng Ta Của Tương Lai,Universal Music Indochina Distributed Labels,1,60,30,286055,9,2024-03-08,250.0
61,"Vũ., Low G",Không Yêu Em Thì Yêu Ai?,WM Vietnam,61,-1,1,285131,9,2024-09-27,233.0
62,"JustaTee, BigDaddy",2AM,WM Vietnam,18,72,127,285069,9,2022-05-10,258.0
63,"Agust D, IU",People Pt.2 (feat. IU),BIGHIT MUSIC,1,136,34,283156,9,2023-04-21,214.0
64,Rhymastic,Lặng,Universal Music Indochina Distributed Labels,7,56,13,279886,9,2024-07-09,139.0
65,"tlinh, Low G",DÂU TẰM,M Music Records,65,70,2,279292,9,2024-09-18,160.0
66,"Wxrdie, Marlykid, Lucin3x",Bước Za Đi Xa,Universal Music Indochina Distributed Labels,61,61,2,274046,9,2024-09-18,169.0
67,"RPT MCK, Trung Trần",Chìm Sâu,N0L4B3L,1,66,136,273627,9,2023-03-02,156.0
68,Jimin,Be Mine,BIGHIT MUSIC,7,71,11,266498,9,2024-07-19,207.0
69,"ANH TRAI ""SAY HI"", HIEUTHUHAI, JSOL, Ali Hoàng Dương, Vũ Thịnh","LOVE SAND (feat. HIEUTHUHAI, JSOL, Ali Hoàng Dương & Vũ Thịnh)",Anh Trai Say Hi,23,63,13,266296,9,2024-08-06,235.0
70,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",XO / Republic Records,11,68,67,264006,9,2023-06-23,245.0
71,"14 Casper, Bon Nghiêm",bao tiền một mớ bình yên?,DANDERLÉON,9,65,180,262064,9,2023-03-03,300.0
72,T.R.I,Ánh Sao Và Bầu Trời,Yin Yang Media,1,74,152,253877,9,2021-09-10,261.0
73,"Andiez, AMEE",Anh Đánh Rơi Người Yêu Này,MaiDao Music,19,75,100,253148,9,2019-07-15,218.0
74,Vũ.,Bước Qua Mùa Cô Đơn,WM Vietnam,1,97,199,246945,9,2022-09-09,279.0
75,AMEE,Cuộc gọi lúc nửa đêm,Yin Yang Media,11,69,9,243106,9,2024-08-02,183.0
76,"tlinh, Trung Trần",Thích Quá Rùi Nà,Universal Music Indochina Distributed Labels,34,87,211,241594,9,2023-07-14,178.0
77,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,63,99,20,239204,9,2024-05-17,210.0
78,aespa,Supernova,SM Entertainment,15,90,17,238042,9,2024-05-27,179.0
79,Kha,Hư không,MaiDao Music,22,73,38,237356,9,2023-12-14,355.0
80,"JustaTee, Phương Ly",Thằng Điên,NGUYEN THANH TUAN,2,84,113,235539,9,2022-07-11,234.0
81,V,FRI(END)S,BIGHIT MUSIC,1,80,29,235184,9,2024-03-15,148.0
82,Sơn Tùng M-TP,Âm Thầm Bên Em,Universal Music Indochina Distributed Labels,34,82,206,235022,9,2017-04-01,293.0
83,Vũ.,Lạ Lùng,WM Vietnam,17,95,339,229128,9,2016-12-24,262.0
84,Dhruv,double take,Little Worry/RCA Records,8,81,178,226773,9,2022-01-21,172.0
85,"Vũ., Hà Anh Tuấn",Dành Hết Xuân Thì Để Chờ Nhau,WM Vietnam,13,-1,25,226549,9,2024-09-27,288.0
86,Phương Ly,Anh Là Ngoại Lệ Của Em,WM Vietnam,7,77,52,224527,9,2023-10-05,188.0
87,"VSOUL, RPT MCK, Obito, Ronboogz, Boyzed","Buồn Hay Vui (feat. RPT MCK, Obito, Ronboogz & Boyzed)",12 trái lê,3,86,41,223834,9,2023-12-25,292.0
88,"Karik, GDucky",Bạn Đời,WM Vietnam,5,94,53,223212,9,2024-07-11,306.0
89,"Shiki, Obito",1000 Ánh Mắt,12 trái lê,8,62,14,221753,9,2024-06-27,152.0
90,"Lou Hoàng, Miu Lê",Yêu Một Người Có Lẽ,Onlyc Entertainment,33,93,145,221007,9,2016-03-07,254.0
91,Andiez,Suýt Nữa Thì...,MaiDao Music,78,78,117,220338,9,2018-08-13,281.0
92,Sơn Tùng M-TP,Chúng Ta Của Hiện Tại,Universal Music Indochina Distributed Labels,1,92,198,218762,9,2020-12-20,302.0
93,"ANH TRAI ""SAY HI"", HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều, Isaac","WALK (feat. HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều & Isaac)",Anh Trai Say Hi,41,103,7,218010,9,2024-08-26,232.0
94,"JSOL, Hoàng Duyên",Sài Gòn Hôm Nay Mưa,Universal Music Indochina,3,83,175,217782,9,2021-05-29,247.0
95,"Shartnuss, Tr.D, Phankeo",Nắng có mang em về,MaiDao Music,44,91,34,217511,9,2023-10-21,254.0
96,Ronboogz,Anh Chỉ Muốn,MaiDao Music,77,109,38,216938,9,2023-10-18,168.0
97,"Megan Thee Stallion, RM",Neva Play (feat. RM of BTS),Hot Girl Productions,5,64,4,216521,9,2024-09-06,157.0
98,"HIEUTHUHAI, Harmonie",Bật Nhạc Lên,GERDNANG,59,111,204,215948,9,2020-06-12,200.0
99,"Kuun Đức Nam, Linh Thộn",Tình cờ yêu em,MaiDao Music,12,79,58,215868,9,2023-06-10,258.0
100,"W/N, Tezzy, Tien",Crush 2,RioX Records,51,88,119,214818,9,2019-12-07,120.0
101,"ANH TRAI ""SAY HI"", Negav, GREY D",CHÀNG KHỜ THUỶ CUNG (feat. Negav & GREY D),Anh Trai Say Hi,53,67,5,212250,9,2024-08-31,309.0
102,"52Hz, RIO",ĐỢI (Prod. RIO),DAO Entertainment,13,112,39,211862,9,2023-12-15,197.0
103,PC,10 Ngàn Năm,12 trái lê,27,98,121,211648,9,2019-12-21,240.0
104,"RPT Orijinn, Ronboogz",Don't Côi,Rapital,3,89,93,209280,9,2022-11-20,149.0
105,"GREY D, Chillies",đưa em về nhàa,M Music Records,3,100,76,208194,9,2023-04-24,240.0
106,"Madihu, Low G",Có Em,NGUYEN CHI PHONG,4,113,128,207800,9,2022-04-22,219.0
107,"RPT MCK, tlinh",Chỉ Một Đêm Nữa Thôi,N0L4B3L,9,116,83,207710,9,2023-03-02,142.0
108,AMEE,"ex's hate me, Pt.2",Yin Yang Media,13,102,102,207517,9,2020-06-20,217.0
109,Khiem,Yên Bình Có Quá Đắt Không,Universal Music Indochina Distributed Labels,12,85,13,207140,9,2024-06-23,248.0
110,Da LAB,Thức Giấc,Yin Yang Media,1,110,169,206238,9,2021-07-14,269.0
111,Sơn Tùng M-TP,Muộn Rồi Mà Sao Còn,Universal Music Indochina Distributed Labels,1,101,180,205111,9,2021-04-29,276.0
112,RPT MCK,Anh Đã Ổn Hơn,N0L4B3L,3,107,83,203783,9,2023-03-02,194.0
113,"MONSTAR, GREY D, NICKY, VƯƠNG BÌNH",tình yêu chậm trễ,Yin Yang Media,46,104,95,198951,9,2021-08-01,245.0
114,"Obito, Shiki, RPT MCK",Đánh Đổi,12 trái lê,7,117,52,198780,9,2023-10-10,227.0
115,Ronboogz,Lan Man,MaiDao Music,33,106,77,197900,9,2023-03-25,216.0
116,Ronboogz,Nói Dối,MaiDao Music,79,108,48,196163,9,2022-12-12,206.0
117,Agust D,Haegeum,BIGHIT MUSIC,1,-1,42,193036,9,2023-04-21,169.0
118,UMIE,Không Yêu Xin Đừng Nói - Piano Version,LOOPS Music,37,105,83,191535,9,2022-01-22,244.0
119,"Đen, JustaTee",Đi Về Nhà,Đen,3,130,198,189622,9,2020-12-20,200.0
120,Andree Right Hand,Chơi Như Tụi Mỹ,$maker Music,4,115,72,188017,9,2022-12-30,161.0
121,Sơn Tùng M-TP,Nơi Này Có Anh,Universal Music Indochina Distributed Labels,5,124,278,187101,9,2017-04-01,260.0
122,"W/N, ERIK, Nau","3107 4 (feat. Erik, Nâu)",Universal Music Indochina Distributed Labels,24,118,77,184805,9,2022-07-31,214.0
123,"ANH TRAI ""SAY HI"", Dương Domic, Anh Tú Atus, Song Luân, Quang Trung, Anh Tú","BAO LỜI CON CHƯA NÓI (feat. Dương Domic, Anh Tú Atus, Song Luân, Quang Trung & Anh Tú)",Anh Trai Say Hi,59,145,7,184176,9,2024-08-26,333.0
124,Vũ.,Mùa Mưa Ấy,WM Vietnam,124,-1,1,181550,9,2024-09-27,228.0
125,Andiez,Chờ Đợi Có Đáng Sợ,Yin Yang Media,76,126,120,180715,9,2020-07-20,283.0
126,B Ray,Cao Ốc 20,Great Entertainment,109,129,25,179520,9,2023-05-16,255.0
127,GREY D,dự báo thời tiết hôm nay mưa,M Music Records,7,160,98,178467,9,2022-11-22,281.0
128,Thanh Hưng,Lao Tâm Khổ Tứ,LOOPS Music,122,122,8,178330,9,2023-03-03,346.0
129,"W/N, Duongg, Nâu",3 1 0 7 (feat. Duongg & Nâu),"HONG AN ENTERTAIMENT,.JSC",11,123,217,177186,9,2024-06-26,235.0
130,Da LAB,Thanh Xuân,Sony Music Entertainment,1,135,319,177016,9,2018-08-24,221.0
131,"W/N, Duongg, Nau, titie",3107 3,Universal Music Indochina Distributed Labels,1,121,166,176103,9,2021-07-31,240.0
132,Wren Evans,Để Ý,Universal Music Indochina Distributed Labels,10,120,16,175126,9,2024-06-13,159.0
133,Low G,Tán Gái 505,Rap Nhà Làm,65,141,72,175029,9,2021-05-31,156.0
134,"MONO, 2pillz",Đi Tìm Tình Yêu,M Music Records,61,76,5,174202,9,2024-08-27,204.0
135,"The Masked Singer, Lâm Bảo Ngọc, Hứa Kim Tuyền",Rồi Em Sẽ Gặp Một Chàng Trai Khác,THE MASKED SINGER,11,128,46,173851,9,2023-11-12,304.0
136,"Ngọt, Đen",Cho Tôi Lang Thang,Ngọt,35,125,227,172094,9,2018-03-27,259.0
137,Thịnh Suy,Chết Trong Em,InQ International,4,134,101,171544,9,2022-11-17,257.0
138,"SOOBIN, tlinh",Ai Mà Biết Được (feat. tlinh),WDND,9,96,15,171105,9,2024-06-25,240.0
139,"W/N, 267",id thang máy (feat. 267),W NATION,10,114,9,170681,9,2024-07-31,131.0
140,Lynk Lee,Buồn Thì Cứ Khóc Đi,Lynk Lee,10,137,249,169829,9,2019-12-13,222.0
141,Đức Phúc,Ngày Đầu Sau Chia Tay,Duc Phuc,54,140,15,169111,9,2024-06-20,276.0
142,Sabrina Carpenter,Espresso,Island Records,13,119,24,168657,9,2024-08-23,175.0
143,"Đen, Phương Anh Đào",Lối Nhỏ,Đen,1,151,258,168561,9,2019-10-21,253.0
144,"Văn Mai Hương, Negav",Hương (feat. Negav),Yin Yang Media,7,165,33,168222,9,2021-01-23,210.0
145,"Changg, Minh Huy",Em Không Hiểu,Universal Music Indochina Distributed Labels,27,133,170,167555,9,2021-06-28,237.0
146,"buitruonglinh, Vũ Phụng Tiên",Em Không Khóc (feat. Vũ Phụng Tiên),Yin Yang Media,62,143,102,166323,9,2022-03-28,270.0
147,Thịnh Suy,Thắc Mắc?,InQ International,110,138,43,166305,9,2019-01-01,206.0
148,Quang Hùng MasterD,Thủy Triều,Quang Hùng MasterD,69,162,11,165263,9,2024-02-12,180.0
149,"ANH TRAI ""SAY HI"", Quân A.P, HURRYKNG, Hùng Huỳnh","ĐẦU ĐỘI SỪNG (feat. Quân A.P, HURRYKNG & Hùng Huỳnh)",Anh Trai Say Hi,48,142,12,164285,9,2024-08-06,214.0
150,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),Artist Partner,71,194,213,164212,9,2015-11-05,218.0
151,Agust D,Daechwita,BIGHIT MUSIC,1,-1,22,163652,9,2020-05-22,226.0
152,"MIN, Mr A",Có Em Chờ,MIN,142,150,17,162605,9,2017-05-10,234.0
153,"Kai Đinh, GREY D, Hoàng Thùy Linh",Trái đất ôm Mặt trời,Yin Yang Media,8,139,41,162316,9,2023-12-18,195.0
154,"Jung Kook, Jack Harlow",3D (feat. Jack Harlow),BIGHIT MUSIC,2,127,53,161219,9,2023-10-02,202.0
155,SOOBIN,giá như,WDND,13,132,25,160263,9,2024-06-25,223.0
156,"PC, Dick, tofutns",Ghé Qua,12 trái lê,64,147,211,158964,9,2018-03-17,237.0
157,Sơn Tùng M-TP,Buông Đôi Tay Nhau Ra,Universal Music Indochina Distributed Labels,73,164,64,158470,9,2017-04-01,227.0
158,"ANH TRAI ""SAY HI"", Dương Domic, Quang Hùng MasterD, Lou Hoàng, Song Luân, Bảo Anh","CỨ ĐỂ ANH TA RỜI ĐI (feat. Dương Domic, Quang Hùng MasterD, Lou Hoàng, Song Luân & Bảo Anh)",Anh Trai Say Hi,66,158,9,157836,9,2024-08-29,273.0
159,"Vũ Phụng Tiên, DT Tập Rap, Drum7",Lệ Lưu Ly,Big Arts Entertainment,6,144,54,156720,9,2023-09-20,201.0
160,"Rapital, Groovie Lã Thắng, tlinh, RPT MCK",XTC (Xích Thêm Chút) (Remix),M Music Records,87,166,170,155946,9,2021-06-21,244.0
161,"Wren Evans, itsnk",Phóng Đổ Tim Em,Universal Music Indochina,9,149,42,155803,9,2023-12-17,134.0
162,"ANH TRAI ""SAY HI"", Đức Phúc",ĐOÁ PHÙ DUNG CUỐI CÙNG (feat. Đức Phúc),Anh Trai Say Hi,131,131,3,153600,9,2024-08-31,327.0
163,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,6,170,87,153482,9,2022-12-08,154.0
